socfb-Texas84,0.019289923817737531,0.033060227109386227,0.044214460255857409,0.088428920511714817,0.25309759954003164,0.28627281874371135,0.22193474198648844,0.094954721862871933,0.0041972114417133822
socfb-nips-ego,99.642857142857139,3.1428571428571428,0.0,0.0,0.0,0.10714285714285714,0.071428571428571425,0.10714285714285714,0.071428571428571425
socfb-Texas80,0.021832177577225522,0.038720594578453164,0.05819702047181393,0.10836457745777896,0.26941836159129368,0.25969673844520391,0.21205083114900958,0.077076213543913197,0.0017916984637844652
socfb-UVA16,0.023638794360719494,0.037615459406903258,0.043631502187651917,0.067391832766164311,0.21596985901798735,0.28232863393291202,0.2705396208070005,0.1011181332036947,0.0027345649003403015
socfb-UCLA26,0.033393829401088926,0.057868809955924291,0.072439719989629239,0.11366346901737101,0.23577910292973814,0.25532797511018929,0.22711952294529428,0.064661654135338351,0.0010370754472387865
socfb-UF,0.017648809523809525,0.034553571428571427,0.047738095238095239,0.094226190476190477,0.25931547619047618,0.28300595238095239,0.21997023809523811,0.0856547619047619,0.0028571428571428571
socfb-UF21,0.018002737606379812,0.034547402249598284,0.047729572100220198,0.094209367374873537,0.25926917812295425,0.28295542462655476,0.21993096470868298,0.085639469142415048,0.0028566327441528296
socfb-Wisconsin87,0.021928665785997357,0.039189784236019376,0.049581682078379569,0.099163364156759137,0.27600176133861737,0.31030383091149272,0.21259357111404667,0.039277851166886833,0.001321003963011889
socfb-Wake73,0.014793467819404419,0.02382324687800192,0.02862632084534102,0.061287223823246875,0.19116234390009607,0.2639769452449568,0.3206532180595581,0.1254562920268972,0.0023054755043227667
socfb-Trinity100,0.015031645569620253,0.023734177215189875,0.026898734177215191,0.070015822784810125,0.19541139240506328,0.32159810126582278,0.33030063291139239,0.050632911392405063,0.0
socfb-UMass92,0.02208322695940771,0.041230533571610925,0.056931324993617562,0.10856522849119224,0.28759254531529233,0.33182282358948173,0.18170793974980853,0.023423538422261934,0.00076589226448812867
socfb-William77,0.015890850722311396,0.028892455858747994,0.039967897271268059,0.072231139646869988,0.24317817014446227,0.31974317817014447,0.25216693418940611,0.065168539325842698,0.0016051364365971107
socfb-Yale4,0.034190136514573852,0.050055343746156687,0.048456524412741363,0.07588242528594269,0.18521707047103678,0.23822408067888329,0.30955602016972084,0.11105645062107981,0.0023367359488377813
socfb-Williams40,0.016741071428571428,0.024553571428571428,0.037202380952380952,0.058779761904761904,0.23921130952380953,0.328125,0.28720238095238093,0.04538690476190476,0.00074404761904761901
socfb-Tufts18,0.028458498023715414,0.04442687747035573,0.058023715415019765,0.096284584980237148,0.2392094861660079,0.28300395256916994,0.25217391304347825,0.054229249011857709,0.0006324110671936759
socfb-Temple83,0.039754388727072348,0.076989687475399513,0.090057466740140119,0.15531764150200739,0.30402267180980869,0.2478941982208927,0.13666063134692591,0.025663229158466503,0.0010233803038652287
socfb-USF51,0.038604425779357132,0.08116620901308351,0.10910999838475206,0.18187691810692941,0.31230818930705861,0.21353577774188337,0.11686318849943467,0.025924729445969956,0.00096914876433532547
socfb-UConn,0.022491138002689159,0.03648698203153649,0.048710426598215374,0.097604204864930932,0.2788167705659455,0.31438699425498107,0.2102432465468769,0.041620828749541622,0.001222344456667889
socfb-Vanderbilt48,0.021210952564596992,0.032909114282041393,0.036122894973646999,0.061190384368170717,0.17598663067232292,0.24411878133436174,0.325106054762823,0.13922097956035481,0.0014140635043064661
