126,-0.030593,0.003690037,0.199261993,0.206642066,0.357933579,0.32103321,0.018450185,0,0,0,-4.30168,-4.30168,-1.77664,-2.02522,-3.34744,-2.34744,-3.52353,-4.00065,-0.652541,-0.397452,-1.0981,-1.16243,-1.34889,-1.288,-2.18111,-1.32579,-1.7702,-2.53825,-1.92877,-2.87032,-2.11699,-3.07123,-2.82456,-2.69962,-3.00065,-3.45658,-3.69962,-4.00065,-4.30168,198.45
Caltech36_net5,-0.065672,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.13733,-2.43245,-3.60271,-2.93995,-3.69962,-4.30168,-0.694762,-0.414458,-1.10165,-1.13673,-1.28548,-1.20131,-2.04161,-1.25911,-1.62407,-2.45042,-1.78317,-2.73348,-1.92877,-2.87032,-2.7219,-2.28049,-2.81032,-2.95926,-3.34744,-3.69962,-4.30168,20.172
Caltech36_net6,-0.059112,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.15246,-2.31941,-3.34744,-2.71062,-3.69962,-4.30168,-0.699404,-0.419441,-1.09919,-1.108,-1.29138,-1.1921,-2.09486,-1.26386,-1.61237,-2.3774,-1.78713,-2.71062,-1.94566,-2.95926,-2.56929,-2.37226,-2.74538,-3.07123,-3.39859,-3.82456,-4.30168,21.207
Caltech36_net7,-0.062605,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.29736,-2.44435,-3.60271,-2.85452,-3.82456,-4.00065,-0.690064,-0.423332,-1.12588,-1.09351,-1.27433,-1.20791,-2.13733,-1.27802,-1.53304,-2.32396,-1.7702,-2.73348,-1.93247,-2.92147,-2.53825,-2.2723,-2.69962,-3.09756,-3.45658,-3.82456,-4.30168,20.643
Caltech36_net9,-0.068837,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.33789,-2.75761,-3.69962,-2.82456,-3.69962,-4.30168,-0.698104,-0.415134,-1.10357,-1.1022,-1.27149,-1.19481,-2.10856,-1.25441,-1.61773,-2.38787,-1.79789,-2.74538,-1.9733,-3.00065,-2.59411,-2.32855,-2.75761,-3.07123,-3.34744,-3.82456,-4.00065,19.488
Caltech36_net11,-0.073856,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.20477,-2.33789,-4.00065,-2.81032,-3.82456,-4.30168,-0.704205,-0.422585,-1.1011,-1.09729,-1.27678,-1.18607,-2.14634,-1.23461,-1.60795,-2.39859,-1.79653,-2.64847,-1.95729,-3.04641,-2.59411,-2.34264,-2.78317,-2.92147,-3.60271,-4.30168,-4.30168,18.986
Caltech36_net13,-0.067433,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.19447,-2.42087,-3.69962,-2.75761,-3.52353,-4.00065,-0.705854,-0.410925,-1.11051,-1.12617,-1.29736,-1.22069,-2.09756,-1.22613,-1.61237,-2.3932,-1.70618,-2.64847,-1.99633,-2.87032,-2.69962,-2.30168,-2.73348,-3.2225,-3.39859,-3.52353,-4.30168,19.751
Caltech36_net16,-0.06768,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.14332,-2.35229,-3.39859,-2.51635,-3.39859,-4.30168,-0.6953,-0.429991,-1.09947,-1.09539,-1.28256,-1.19042,-2.20826,-1.26068,-1.57659,-2.36216,-1.77148,-2.78317,-1.95338,-3.00065,-2.60271,-2.24478,-2.78317,-2.85452,-3.2225,-3.82456,-4.30168,19.766
Caltech36_net17,-0.063461,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.21178,-2.53825,-3.45658,-2.71062,-3.69962,-4.00065,-0.69616,-0.417566,-1.11955,-1.10083,-1.29521,-1.18874,-2.12849,-1.25014,-1.58987,-2.42087,-1.79248,-2.82456,-1.93433,-2.97946,-2.50234,-2.3932,-2.78317,-3.00065,-3.39859,-3.60271,-4.30168,20.588
Caltech36_net19,-0.064496,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.18441,-2.37226,-3.45658,-2.74538,-3.52353,-4.30168,-0.721669,-0.419498,-1.09756,-1.08236,-1.2834,-1.17231,-2.24098,-1.23201,-1.6259,-2.3774,-1.79114,-2.62958,-1.91607,-3.02293,-2.55349,-2.29736,-2.83928,-3.09756,-3.82456,-3.82456,-4.30168,20.428
Caltech36_net21,-0.065333,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.17135,-2.41519,-3.52353,-2.79653,-3.60271,-4.00065,-0.694119,-0.414401,-1.09838,-1.1282,-1.27189,-1.20756,-2.24098,-1.25793,-1.61148,-2.42662,-1.72881,-2.82456,-1.99418,-3.02293,-2.69962,-2.30605,-2.7219,-3.45658,-3.45658,-4.30168,-4.30168,20.194
Caltech36_net22,-0.058797,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.21178,-2.42662,-3.34744,-2.64847,-3.30168,-4.30168,-0.702235,-0.422872,-1.10495,-1.11756,-1.25169,-1.19617,-2.09486,-1.24592,-1.6062,-2.3932,-1.77405,-2.7219,-1.95926,-2.85452,-2.52353,-2.29736,-2.67843,-3.18774,-3.39859,-3.82456,-4.30168,21.282
Caltech36_net27,-0.070514,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.27638,-2.44435,-3.69962,-2.82456,-3.45658,-4.30168,-0.706405,-0.41802,-1.05444,-1.11388,-1.29779,-1.1874,-2.17458,-1.27392,-1.60358,-2.41519,-1.7626,-2.88671,-1.96723,-2.92147,-2.67843,-2.25246,-2.71062,-3.30168,-3.39859,-4.00065,-4.30168,19.405
Caltech36_net32,-0.068309,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.20826,-2.61148,-3.82456,-2.79653,-3.30168,-4.30168,-0.706516,-0.409865,-1.12559,-1.10495,-1.29521,-1.19109,-2.15555,-1.26585,-1.60445,-2.32855,-1.72997,-2.74538,-1.94185,-2.95926,-2.56132,-2.36718,-2.67843,-2.85452,-3.52353,-3.82456,-4.30168,19.694
Caltech36_net33,-0.077207,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.26826,-2.52353,-3.69962,-2.75761,-3.60271,-4.00065,-0.682588,-0.412884,-1.1323,-1.11275,-1.27967,-1.22468,-2.11984,-1.24516,-1.61863,-2.4955,-1.80199,-2.63892,-1.95143,-2.97946,-2.73348,-2.26029,-2.85452,-3.07123,-3.52353,-4.00065,-4.30168,18.441
Caltech36_net36,-0.064614,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.02984,-2.3932,-3.60271,-2.79653,-3.69962,-4.30168,-0.711062,-0.421496,-1.09648,-1.08896,-1.2859,-1.18078,-2.15246,-1.2595,-1.59753,-2.36718,-1.7898,-2.7702,-1.96322,-2.95926,-2.61148,-2.3332,-2.81032,-2.95926,-3.52353,-3.82456,-4.30168,20.348
Caltech36_net37,-0.072579,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.28049,-2.39859,-3.82456,-2.88671,-4.00065,-4.30168,-0.705084,-0.417112,-1.06742,-1.10633,-1.2834,-1.20304,-2.14031,-1.28927,-1.57252,-2.36216,-1.7702,-2.7702,-1.93433,-2.97946,-2.67843,-2.31941,-2.95926,-3.02293,-3.45658,-4.00065,-4.30168,18.94
Caltech36_net38,-0.069942,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.30168,-2.13733,-2.4955,-3.30168,-2.74538,-3.69962,-4.30168,-0.675751,-0.409419,-1.15742,-1.12762,-1.26425,-1.21782,-2.08684,-1.27515,-1.6361,-2.55349,-1.78713,-2.6889,-1.96522,-2.83928,-2.63892,-2.40959,-2.74538,-3.07123,-3.52353,-3.69962,-4.30168,19.459
Caltech36_net39,-0.067898,0.04950495,0.083451202,0.080622348,0.123055163,0.369165488,0.28854314,0.090523338,0.002828854,0,-4.30168,-4.00065,-2.34264,-2.61148,-3.69962,-2.73348,-4.00065,-4.30168,-0.69444,-0.408919,-1.11501,-1.09892,-1.30517,-1.20304,-2.19447,-1.2548,-1.60795,-2.42662,-1.76765,-2.66821,-1.98571,-3.00065,-2.65823,-2.40959,-2.85452,-3.04641,-3.45658,-3.82456,-3.82456,19.92
